,customer_number,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance
16226,16227,No,Cash Back,Postcard,High,1,No,Medium,1,1,4,Yes,1101.75,1767.0,1206.0,485.0,949.0
16227,16228,No,Points,Postcard,Low,1,No,Medium,3,1,3,Yes,268.75,479.0,163.0,152.0,281.0
16228,16229,No,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,787.5,796.0,775.0,870.0,709.0
16229,16230,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,1156.25,929.0,893.0,1066.0,1737.0
16230,16231,No,Cash Back,Postcard,Low,1,No,High,3,1,5,No,787.75,95.0,482.0,1149.0,1425.0
16231,16232,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,1323.75,635.0,1427.0,1864.0,1369.0
16232,16233,No,Air Miles,Postcard,High,2,No,Low,2,1,4,Yes,1403.0,671.0,1640.0,1767.0,1534.0
16233,16234,No,Air Miles,Letter,Medium,1,Yes,Medium,1,1,3,Yes,1457.25,866.0,1650.0,1941.0,1372.0
16234,16235,No,Air Miles,Letter,Medium,1,Yes,Medium,1,1,4,No,1052.25,443.0,1030.0,1480.0,1256.0
16235,16236,No,Cash Back,Letter,Low,2,No,Low,1,1,3,Yes,753.0,955.0,529.0,549.0,979.0
16236,16237,Yes,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,209.5,106.0,477.0,122.0,133.0
16237,16238,No,Air Miles,Postcard,High,2,Yes,Low,1,2,4,No,979.0,337.0,1033.0,2037.0,509.0
16238,16239,No,Cash Back,Letter,High,1,No,Low,2,2,3,No,1273.5,1906.0,1175.0,1176.0,837.0
16239,16240,No,Points,Postcard,Medium,3,No,Low,2,1,4,Yes,1056.5,1705.0,1266.0,877.0,378.0
16240,16241,No,Cash Back,Postcard,Low,1,No,High,1,1,5,Yes,1452.75,2064.0,1741.0,1109.0,897.0
16241,16242,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,337.75,488.0,270.0,303.0,290.0
16242,16243,No,Points,Letter,Medium,1,Yes,Medium,4,1,3,Yes,956.75,702.0,810.0,1702.0,613.0
16243,16244,No,Points,Letter,Medium,1,No,Medium,2,1,1,No,870.25,1561.0,1191.0,617.0,112.0
16244,16245,No,Points,Postcard,Medium,1,No,Medium,2,1,1,Yes,1314.25,480.0,1682.0,1734.0,1361.0
16245,16246,No,Cash Back,Postcard,High,1,No,Low,2,1,4,No,838.75,48.0,726.0,1606.0,975.0
16246,16247,No,Air Miles,Letter,Low,1,No,High,3,2,5,No,1281.75,757.0,821.0,1796.0,1753.0
16247,16248,No,Air Miles,Letter,Low,1,No,Low,4,1,2,No,1019.0,1026.0,437.0,1174.0,1439.0
16248,16249,No,Cash Back,Postcard,Medium,2,No,Low,3,1,4,No,1793.25,1463.0,1622.0,2243.0,1845.0
16249,16250,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,1094.75,1611.0,1423.0,901.0,444.0
16250,16251,No,Points,Postcard,Medium,2,No,Low,1,1,4,Yes,360.75,363.0,491.0,481.0,108.0
16251,16252,No,Air Miles,Postcard,Medium,1,No,High,3,1,4,No,902.25,65.0,1314.0,1412.0,818.0
16252,16253,No,Cash Back,Letter,Low,1,No,Low,1,1,6,Yes,693.75,710.0,621.0,574.0,870.0
16253,16254,No,Air Miles,Letter,High,2,No,Low,1,1,4,Yes,988.0,1604.0,1169.0,741.0,438.0
16254,16255,No,Cash Back,Postcard,Low,1,Yes,High,1,1,4,Yes,994.75,134.0,1096.0,1350.0,1399.0
16255,16256,No,Cash Back,Postcard,Low,2,No,High,3,1,4,Yes,1131.75,841.0,1368.0,1597.0,721.0
16256,16257,No,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,1180.5,882.0,1155.0,2007.0,678.0
16257,16258,No,Air Miles,Postcard,High,2,No,Low,2,3,1,Yes,876.75,960.0,791.0,931.0,825.0
16258,16259,No,Air Miles,Postcard,Medium,1,Yes,Low,4,1,4,Yes,1073.0,75.0,984.0,1687.0,1546.0
16259,16260,No,Cash Back,Postcard,Medium,1,No,Low,2,1,5,Yes,770.0,952.0,719.0,806.0,603.0
16260,16261,No,Air Miles,Letter,Medium,1,No,Medium,1,2,3,Yes,954.5,690.0,699.0,1236.0,1193.0
16261,16262,Yes,Points,Postcard,Low,1,No,Low,2,1,4,No,768.0,624.0,815.0,939.0,694.0
16262,16263,No,Cash Back,Letter,Medium,2,No,Medium,3,1,3,Yes,1075.75,395.0,861.0,1796.0,1251.0
16263,16264,No,Points,Postcard,High,1,No,High,1,2,3,Yes,1133.25,170.0,1384.0,1447.0,1532.0
16264,16265,Yes,Points,Letter,Low,1,No,Low,1,1,3,Yes,1217.75,1846.0,1746.0,1046.0,233.0
16265,16266,No,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,1287.25,407.0,1213.0,2184.0,1345.0
16266,16267,No,Points,Letter,Medium,1,No,High,3,1,5,Yes,1095.25,1844.0,1482.0,703.0,352.0
16267,16268,No,Points,Postcard,High,2,Yes,High,2,1,5,No,1278.5,830.0,1601.0,2055.0,628.0
16268,16269,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,3,Yes,935.75,1845.0,833.0,781.0,284.0
16269,16270,No,Air Miles,Postcard,High,1,No,Medium,3,1,4,Yes,947.0,1519.0,1293.0,758.0,218.0
16270,16271,No,Points,Letter,Medium,1,No,Low,2,3,2,No,1209.25,232.0,1132.0,1401.0,2072.0
16271,16272,No,Points,Postcard,Low,1,Yes,Medium,2,1,5,Yes,1224.25,303.0,668.0,1797.0,2129.0
16272,16273,No,Cash Back,Letter,High,2,No,Low,2,2,1,Yes,1200.5,1982.0,912.0,1071.0,837.0
16273,16274,No,Cash Back,Postcard,Low,1,No,High,1,1,3,No,927.25,600.0,1017.0,1625.0,467.0
16274,16275,No,Air Miles,Postcard,Medium,2,No,High,2,1,4,No,1258.0,1324.0,1066.0,833.0,1809.0
16275,16276,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,1238.0,968.0,599.0,1228.0,2157.0
16276,16277,No,Points,Letter,Medium,1,No,Medium,1,1,4,No,1048.25,1789.0,970.0,461.0,973.0
16277,16278,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,4,Yes,1269.25,1053.0,1702.0,952.0,1370.0
16278,16279,No,Air Miles,Letter,High,1,No,Low,3,1,2,No,1054.0,1700.0,1112.0,911.0,493.0
16279,16280,No,Air Miles,Letter,Medium,1,No,High,4,1,3,Yes,1230.5,701.0,1726.0,1719.0,776.0
16280,16281,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,No,197.25,90.0,54.0,182.0,463.0
16281,16282,No,Points,Letter,High,1,Yes,Low,2,1,3,Yes,1102.5,778.0,970.0,1456.0,1206.0
16282,16283,No,Air Miles,Letter,Low,1,No,Low,1,1,4,Yes,1384.25,627.0,1590.0,2197.0,1123.0
16283,16284,No,Cash Back,Postcard,Low,1,No,High,1,1,5,Yes,869.5,78.0,1053.0,1609.0,738.0
16284,16285,No,Points,Postcard,Low,1,No,Medium,2,1,4,No,224.0,40.0,27.0,417.0,412.0
16285,16286,No,Cash Back,Letter,High,2,No,Medium,2,1,1,Yes,1044.0,801.0,1508.0,1019.0,848.0
16286,16287,No,Points,Postcard,Medium,2,No,High,3,1,4,No,1094.75,870.0,550.0,901.0,2058.0
16287,16288,No,Points,Postcard,Low,1,No,High,1,1,5,Yes,425.75,456.0,353.0,468.0,426.0
16288,16289,No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,1157.75,853.0,1282.0,1524.0,972.0
16289,16290,No,Cash Back,Letter,Low,1,Yes,High,1,2,2,Yes,1095.5,486.0,444.0,1743.0,1709.0
16290,16291,No,Air Miles,Letter,Medium,2,No,Low,1,1,4,Yes,1199.5,873.0,1017.0,1071.0,1837.0
16291,16292,No,Cash Back,Postcard,High,2,Yes,Medium,2,2,1,Yes,1052.5,1703.0,1042.0,988.0,477.0
16292,16293,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,No,214.5,159.0,3.0,486.0,210.0
16293,16294,No,Cash Back,Postcard,Low,2,Yes,Medium,2,1,5,No,1171.5,710.0,1080.0,910.0,1986.0
16294,16295,No,Air Miles,Postcard,Medium,1,No,High,2,2,5,No,1080.25,1997.0,1318.0,932.0,74.0
16295,16296,No,Air Miles,Postcard,Medium,1,No,Low,2,2,3,No,173.0,167.0,161.0,219.0,145.0
16296,16297,No,Points,Letter,Medium,2,Yes,Medium,2,2,2,No,1040.25,1954.0,1287.0,507.0,413.0
16297,16298,No,Points,Postcard,High,1,Yes,Medium,2,1,6,Yes,944.75,1584.0,1089.0,899.0,207.0
16298,16299,No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,1150.0,1342.0,1077.0,980.0,1201.0
16299,16300,No,Points,Postcard,Medium,1,No,High,3,1,3,No,231.75,296.0,243.0,66.0,322.0
16300,16301,No,Cash Back,Letter,Low,1,No,Low,1,1,2,Yes,132.25,41.0,167.0,193.0,128.0
16301,16302,No,Cash Back,Postcard,Low,1,No,High,2,1,4,Yes,686.25,805.0,580.0,591.0,769.0
16302,16303,Yes,Points,Postcard,High,1,No,Medium,1,2,3,Yes,1256.75,891.0,1423.0,2069.0,644.0
16303,16304,No,Air Miles,Letter,Low,1,No,High,1,1,4,No,1074.5,724.0,850.0,1408.0,1316.0
16304,16305,No,Cash Back,Letter,Low,1,No,Medium,1,1,4,Yes,870.25,1410.0,1458.0,447.0,166.0
16305,16306,No,Air Miles,Postcard,Low,1,No,Medium,2,2,3,Yes,341.75,345.0,343.0,279.0,400.0
16306,16307,No,Points,Postcard,High,1,Yes,Low,2,1,4,No,1034.25,1701.0,1516.0,482.0,438.0
16307,16308,No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,1276.25,488.0,1523.0,2246.0,848.0
16308,16309,Yes,Air Miles,Postcard,High,1,Yes,Low,1,1,5,Yes,803.25,823.0,677.0,846.0,867.0
16309,16310,No,Air Miles,Letter,Low,1,No,Medium,1,1,5,Yes,1142.25,348.0,1447.0,1813.0,961.0
16310,16311,No,Points,Letter,Medium,1,Yes,High,1,1,4,Yes,223.0,137.0,189.0,79.0,487.0
16311,16312,No,Air Miles,Letter,Medium,1,Yes,High,2,1,2,No,1280.75,980.0,1606.0,1425.0,1112.0
16312,16313,No,Points,Letter,Medium,1,Yes,Low,2,1,5,No,1008.5,1.0,1468.0,950.0,1615.0
16313,16314,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,1704.75,1693.0,1795.0,1685.0,1646.0
16314,16315,No,Points,Letter,Medium,1,No,Medium,2,1,2,No,1333.0,329.0,1704.0,1946.0,1353.0
16315,16316,No,Points,Letter,Medium,1,No,Low,2,2,2,Yes,905.75,951.0,436.0,851.0,1385.0
16316,16317,No,Points,Postcard,Low,1,No,Low,2,1,5,Yes,310.5,155.0,188.0,413.0,486.0
16317,16318,No,Cash Back,Postcard,High,1,No,High,2,1,5,Yes,1006.25,1992.0,1269.0,519.0,245.0
16318,16319,No,Cash Back,Letter,Medium,1,No,Low,2,1,5,Yes,1132.25,1730.0,1471.0,480.0,848.0
16319,16320,No,Points,Letter,High,1,No,Medium,3,1,2,Yes,776.5,715.0,921.0,731.0,739.0
16320,16321,No,Points,Postcard,High,1,No,Medium,3,2,4,Yes,172.0,275.0,73.0,158.0,182.0
16321,16322,No,Air Miles,Letter,High,1,No,Low,2,2,3,Yes,940.0,1621.0,1057.0,763.0,319.0
16322,16323,No,Cash Back,Letter,High,1,No,Low,3,2,1,Yes,335.75,312.0,457.0,269.0,305.0
16323,16324,No,Cash Back,Letter,Medium,1,No,High,1,1,3,No,1047.75,277.0,626.0,1646.0,1642.0
16324,16325,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,918.25,1586.0,1148.0,527.0,412.0
16325,16326,No,Air Miles,Postcard,High,1,No,High,3,1,2,Yes,1023.75,732.0,805.0,1463.0,1095.0
16326,16327,No,Points,Letter,High,1,No,Low,1,1,4,Yes,1085.0,452.0,902.0,1902.0,1084.0
16327,16328,No,Cash Back,Postcard,Low,2,No,Medium,3,1,1,No,1138.0,1388.0,1689.0,1258.0,217.0
16328,16329,Yes,Points,Postcard,Medium,1,No,Low,2,1,5,No,1169.0,1416.0,789.0,915.0,1556.0
16329,16330,No,Air Miles,Letter,Medium,1,No,Low,1,1,1,Yes,369.5,467.0,342.0,308.0,361.0
16330,16331,No,Points,Postcard,High,1,No,Medium,1,2,4,No,1196.0,1202.0,1768.0,1197.0,617.0
16331,16332,No,Points,Postcard,Medium,1,No,Low,3,1,5,No,193.5,368.0,64.0,248.0,94.0
16332,16333,No,Cash Back,Letter,Medium,1,No,Low,3,3,3,Yes,623.0,503.0,541.0,793.0,655.0
16333,16334,No,Cash Back,Letter,Medium,1,No,High,1,1,3,Yes,787.25,993.0,728.0,636.0,792.0
16334,16335,No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,1293.75,959.0,1017.0,2160.0,1039.0
16335,16336,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,No,1774.0,1928.0,1725.0,1864.0,1579.0
16336,16337,No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,1096.0,606.0,902.0,2281.0,595.0
16337,16338,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,No,248.75,490.0,136.0,213.0,156.0
16338,16339,Yes,Air Miles,Letter,Medium,1,No,Medium,3,1,4,Yes,882.5,1405.0,924.0,441.0,760.0
16339,16340,No,Air Miles,Postcard,Low,1,No,High,2,1,6,Yes,879.0,104.0,1001.0,1440.0,971.0
16340,16341,No,Cash Back,Postcard,High,1,Yes,Medium,1,1,2,Yes,1044.5,1732.0,1230.0,725.0,491.0
16341,16342,No,Cash Back,Postcard,Low,3,No,Low,1,1,2,No,1252.75,804.0,989.0,1359.0,1859.0
16342,16343,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,2,3,No,757.0,533.0,911.0,674.0,910.0
16343,16344,No,Cash Back,Postcard,Low,1,No,High,2,1,2,Yes,699.25,506.0,845.0,572.0,874.0
16344,16345,No,Air Miles,Postcard,Medium,1,No,Medium,4,1,4,Yes,1054.0,1900.0,965.0,1237.0,114.0
16345,16346,No,Cash Back,Postcard,High,1,No,High,3,1,3,No,267.5,343.0,84.0,478.0,165.0
16346,16347,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,Yes,179.75,207.0,260.0,13.0,239.0
16347,16348,No,Cash Back,Letter,Medium,2,No,High,2,2,2,Yes,949.25,200.0,1130.0,1546.0,921.0
16348,16349,No,Cash Back,Letter,Low,1,No,High,2,1,3,No,1220.75,804.0,1463.0,2118.0,498.0
16349,16350,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,200.75,245.0,275.0,79.0,204.0
16350,16351,No,Air Miles,Letter,Medium,1,Yes,Low,2,1,4,No,936.25,562.0,918.0,1818.0,447.0
16351,16352,No,Points,Letter,High,1,No,High,1,1,1,Yes,1156.5,494.0,1418.0,1928.0,786.0
16352,16353,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,1078.0,613.0,1199.0,1665.0,835.0
16353,16354,No,Cash Back,Letter,Medium,1,No,High,3,1,5,Yes,720.25,907.0,805.0,574.0,595.0
16354,16355,No,Points,Letter,Medium,1,No,Low,1,1,4,No,1213.25,568.0,1820.0,1612.0,853.0
16355,16356,No,Points,Letter,High,1,No,Medium,4,1,5,No,957.25,1579.0,1079.0,880.0,291.0
16356,16357,No,Air Miles,Letter,Medium,2,No,High,1,1,3,Yes,723.75,874.0,646.0,694.0,681.0
16357,16358,Yes,Points,Postcard,High,1,Yes,Low,1,1,4,Yes,942.5,1614.0,1252.0,896.0,8.0
16358,16359,No,Points,Letter,Medium,1,No,Medium,3,1,2,Yes,255.25,205.0,437.0,219.0,160.0
16359,16360,No,Air Miles,Postcard,Low,2,No,Medium,2,1,4,No,1287.0,845.0,934.0,2168.0,1201.0
16360,16361,No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,4,Yes,1075.75,249.0,1304.0,1959.0,791.0
16361,16362,No,Points,Letter,Low,2,No,Medium,1,1,3,Yes,1192.75,1121.0,1205.0,1822.0,623.0
16362,16363,No,Points,Letter,High,1,No,Medium,3,1,4,Yes,1095.25,962.0,771.0,987.0,1661.0
16363,16364,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,717.25,577.0,858.0,726.0,708.0
16364,16365,No,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,1075.75,317.0,1158.0,1233.0,1595.0
16365,16366,No,Air Miles,Letter,Medium,3,No,High,2,2,5,No,931.0,279.0,1098.0,1527.0,820.0
16366,16367,No,Air Miles,Postcard,Low,1,No,Medium,3,2,4,No,1193.75,1705.0,1126.0,1028.0,916.0
16367,16368,No,Air Miles,Letter,High,2,No,Low,2,1,3,Yes,987.5,442.0,1288.0,820.0,1400.0
16368,16369,No,Air Miles,Postcard,Medium,2,No,Medium,1,1,5,Yes,1290.0,705.0,1636.0,1465.0,1354.0
16369,16370,No,Points,Letter,Medium,2,No,Medium,1,1,5,Yes,1118.25,110.0,1578.0,2176.0,609.0
16370,16371,No,Points,Letter,High,1,No,Low,2,1,4,Yes,1176.5,429.0,1305.0,1091.0,1881.0
16371,16372,No,Cash Back,Letter,Medium,1,No,High,2,2,4,No,1093.5,1650.0,1319.0,927.0,478.0
16372,16373,No,Air Miles,Postcard,Medium,1,No,High,3,1,5,No,1084.5,826.0,916.0,2087.0,509.0
16373,16374,No,Points,Postcard,Medium,2,No,High,4,1,4,Yes,732.75,837.0,543.0,769.0,782.0
16374,16375,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,No,920.25,636.0,1215.0,877.0,953.0
16375,16376,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,1002.5,1954.0,1280.0,672.0,104.0
16376,16377,Yes,Cash Back,Postcard,High,2,No,Low,1,1,3,Yes,933.75,1349.0,1095.0,914.0,377.0
16377,16378,No,Air Miles,Postcard,High,1,No,High,2,1,5,Yes,1035.25,2037.0,1130.0,515.0,459.0
16378,16379,No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,1083.0,1693.0,1272.0,943.0,424.0
16379,16380,No,Points,Postcard,Medium,2,No,Low,2,1,3,Yes,1140.75,1886.0,1449.0,779.0,449.0
16380,16381,No,Air Miles,Postcard,Low,1,No,Medium,2,2,5,Yes,827.5,792.0,973.0,971.0,574.0
16381,16382,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,No,1074.25,95.0,1374.0,1785.0,1043.0
16382,16383,No,Cash Back,Postcard,Medium,1,No,Medium,2,2,3,Yes,165.0,158.0,270.0,150.0,82.0
16383,16384,No,Cash Back,Postcard,Low,1,No,Low,3,1,3,No,247.0,479.0,432.0,39.0,38.0
16384,16385,No,Points,Postcard,Medium,2,No,Medium,3,1,3,Yes,611.0,761.0,612.0,540.0,531.0
16385,16386,No,Cash Back,Postcard,High,1,Yes,High,2,1,3,Yes,1076.25,259.0,1760.0,1006.0,1280.0
16386,16387,No,Cash Back,Letter,High,1,No,High,2,1,4,Yes,715.25,611.0,696.0,768.0,786.0
16387,16388,No,Cash Back,Letter,High,1,Yes,High,2,1,5,Yes,1180.75,872.0,788.0,1703.0,1360.0
16388,16389,No,Air Miles,Postcard,Medium,1,No,High,2,2,2,Yes,1198.5,1974.0,1364.0,985.0,471.0
16389,16390,Yes,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1038.25,1950.0,1159.0,812.0,232.0
16390,16391,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1129.0,102.0,1389.0,1278.0,1747.0
16391,16392,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,750.5,907.0,605.0,519.0,971.0
16392,16393,No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,1051.25,1857.0,1469.0,662.0,217.0
16393,16394,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,No,1517.25,1237.0,1364.0,2081.0,1387.0
16394,16395,No,Cash Back,Postcard,Medium,1,No,Medium,2,2,4,Yes,1341.0,2159.0,1795.0,681.0,729.0
16395,16396,No,Points,Letter,High,1,No,High,1,1,4,Yes,1111.25,598.0,1121.0,1170.0,1556.0
16396,16397,No,Air Miles,Letter,Medium,1,No,High,4,1,5,Yes,579.5,581.0,530.0,662.0,545.0
16397,16398,No,Points,Postcard,Medium,2,No,Low,2,1,5,No,738.75,802.0,709.0,592.0,852.0
16398,16399,No,Points,Postcard,Medium,2,No,High,1,1,4,No,1332.25,1215.0,694.0,2173.0,1247.0
16399,16400,No,Cash Back,Postcard,Low,1,No,Low,3,1,3,No,1129.75,700.0,821.0,1056.0,1942.0
16400,16401,No,Points,Postcard,Medium,1,No,Medium,1,1,4,No,780.0,619.0,873.0,761.0,867.0
16401,16402,No,Cash Back,Postcard,Medium,2,No,Low,1,1,3,Yes,903.0,903.0,915.0,951.0,843.0
16402,16403,No,Cash Back,Postcard,High,1,No,Medium,2,1,3,No,1046.25,1832.0,1134.0,771.0,448.0
16403,16404,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,4,No,1083.75,1913.0,1471.0,643.0,308.0
16404,16405,No,Cash Back,Letter,High,1,No,Medium,1,1,4,Yes,1019.5,93.0,1094.0,1726.0,1165.0
16405,16406,No,Cash Back,Postcard,Low,2,No,Medium,1,1,3,Yes,174.75,88.0,78.0,185.0,348.0
16406,16407,No,Points,Postcard,Low,1,No,Low,2,1,3,No,1449.25,738.0,1344.0,1571.0,2144.0
16407,16408,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,993.25,270.0,1584.0,1579.0,540.0
16408,16409,No,Cash Back,Letter,Low,1,No,Low,3,1,4,Yes,270.25,227.0,259.0,471.0,124.0
16409,16410,No,Cash Back,Postcard,Medium,2,Yes,High,1,2,3,No,955.0,1695.0,1244.0,841.0,40.0
16410,16411,No,Cash Back,Postcard,Medium,1,No,High,2,2,5,Yes,1108.75,619.0,1057.0,1469.0,1290.0
16411,16412,No,Points,Letter,Low,2,Yes,Medium,2,1,5,Yes,1043.25,225.0,1688.0,1741.0,519.0
16412,16413,No,Points,Letter,Medium,1,Yes,Low,1,2,3,No,869.5,1543.0,905.0,808.0,222.0
16413,16414,No,Points,Postcard,Medium,2,No,Medium,2,1,2,Yes,225.25,222.0,57.0,230.0,392.0
16414,16415,No,Air Miles,Postcard,Medium,2,No,High,3,1,6,No,1113.75,1855.0,1797.0,648.0,155.0
16415,16416,No,Points,Postcard,Low,2,No,Medium,2,2,2,No,1765.75,1341.0,1736.0,2283.0,1703.0
16416,16417,No,Points,Postcard,Medium,1,No,High,4,1,3,Yes,814.5,1567.0,1056.0,629.0,6.0
16417,16418,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,972.5,453.0,1425.0,1507.0,505.0
16418,16419,No,Cash Back,Letter,Medium,2,No,Low,2,1,2,Yes,686.75,708.0,556.0,735.0,748.0
16419,16420,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,1194.75,1637.0,1723.0,1057.0,362.0
16420,16421,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,731.5,577.0,656.0,812.0,881.0
16421,16422,No,Points,Postcard,Low,2,No,Medium,3,1,4,Yes,1470.25,460.0,1888.0,2174.0,1359.0
16422,16423,No,Cash Back,Postcard,Medium,1,No,Low,3,1,4,Yes,224.75,242.0,241.0,189.0,227.0
16423,16424,Yes,Points,Postcard,Low,2,Yes,Low,1,1,4,No,1467.75,935.0,1072.0,1680.0,2184.0
16424,16425,No,Cash Back,Postcard,High,1,No,High,3,2,3,Yes,1026.25,2127.0,1033.0,546.0,399.0
16425,16426,Yes,Air Miles,Postcard,Low,1,No,Low,3,1,3,No,873.0,1479.0,1086.0,554.0,373.0
16426,16427,No,Air Miles,Letter,High,1,No,Medium,1,2,4,No,1243.5,2077.0,902.0,1271.0,724.0
16427,16428,Yes,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,153.0,17.0,245.0,196.0,154.0
16428,16429,No,Points,Postcard,Low,1,No,High,2,1,4,Yes,1161.5,1442.0,988.0,1222.0,994.0
16429,16430,No,Cash Back,Postcard,Medium,1,No,High,2,1,6,Yes,987.0,385.0,680.0,983.0,1900.0
16430,16431,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,1298.0,506.0,1147.0,2082.0,1457.0
16431,16432,No,Points,Postcard,Medium,2,No,High,2,2,5,Yes,1094.5,1985.0,1432.0,424.0,537.0
16432,16433,No,Points,Postcard,Low,1,Yes,Medium,2,1,4,Yes,990.5,500.0,1467.0,1335.0,660.0
16433,16434,No,Air Miles,Letter,Medium,1,No,High,1,1,6,No,1092.0,186.0,1507.0,2058.0,617.0
16434,16435,No,Air Miles,Postcard,High,1,No,High,1,2,4,No,1160.5,1406.0,1245.0,1254.0,737.0
16435,16436,No,Cash Back,Letter,High,3,No,High,2,1,5,No,1049.5,772.0,610.0,1422.0,1394.0
16436,16437,No,Points,Letter,High,2,No,Medium,2,1,4,No,826.0,228.0,688.0,1714.0,674.0
16437,16438,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,5,Yes,217.25,445.0,361.0,19.0,44.0
16438,16439,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,890.25,1749.0,1280.0,521.0,11.0
16439,16440,No,Cash Back,Letter,Low,1,No,High,1,2,4,Yes,982.0,1715.0,1118.0,926.0,169.0
16440,16441,No,Air Miles,Postcard,Low,1,No,High,2,1,2,No,1044.25,105.0,1165.0,1695.0,1212.0
16441,16442,No,Points,Letter,High,1,No,Medium,2,1,2,No,657.5,13.0,698.0,964.0,955.0
16442,16443,No,Air Miles,Letter,High,2,No,High,1,3,2,No,758.75,118.0,561.0,1102.0,1254.0
16443,16444,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,4,Yes,986.0,51.0,1268.0,1317.0,1308.0
16444,16445,No,Cash Back,Postcard,Medium,1,No,High,3,2,5,Yes,616.0,803.0,639.0,503.0,519.0
16445,16446,No,Air Miles,Postcard,High,1,No,High,1,2,4,Yes,1018.25,1855.0,1332.0,757.0,129.0
16446,16447,No,Points,Letter,Medium,1,No,Medium,3,1,3,Yes,1156.0,733.0,1738.0,997.0,1156.0
16447,16448,No,Points,Letter,Low,1,No,Medium,1,1,5,Yes,1664.25,1730.0,1914.0,1509.0,1504.0
16448,16449,No,Air Miles,Letter,High,1,No,Low,2,1,4,No,925.0,307.0,857.0,1724.0,812.0
16449,16450,Yes,Points,Postcard,High,1,No,Low,2,1,6,Yes,1085.25,1674.0,1312.0,874.0,481.0
16450,16451,No,Cash Back,Letter,Medium,2,No,High,2,1,3,No,718.0,578.0,583.0,741.0,970.0
16451,16452,No,Air Miles,Letter,Low,1,No,High,2,2,4,Yes,1314.75,663.0,1022.0,1679.0,1895.0
16452,16453,No,Points,Postcard,Low,1,No,Medium,3,1,5,Yes,877.5,952.0,967.0,948.0,643.0
16453,16454,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,276.75,392.0,74.0,471.0,170.0
16454,16455,No,Cash Back,Letter,Low,1,No,Low,3,1,4,No,994.5,1837.0,1364.0,722.0,55.0
16455,16456,No,Air Miles,Letter,Low,1,Yes,High,2,2,5,Yes,1102.75,125.0,1453.0,1791.0,1042.0
16456,16457,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,196.5,151.0,131.0,45.0,459.0
16457,16458,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,1130.75,283.0,1855.0,1714.0,671.0
